Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Vision Elite Academy (Calgary programs),Alberta,"Calgary metro, AB",Calgary,"The VISION Sport Centre, 7475 Flint Road, Calgary, AB T2H 1G3",403-510-1784,hello@visioneliteacademy.org,https://visioneliteacademy.org/basketball,Luc Tremblay — Founder,Basketball programs listed for Calgary among its cities,,,private academy (multi-city: Winnipeg/Calgary/Edmonton/Fraser Valley),,uncertain,https://visioneliteacademy.org/basketball,"Distinct org from Mark Hogan's Vision Basketball Academy; Calgary program depth unverified | Type: private multi-sport academy (volleyball-first; basketball offered at own facility, the VISION Sport Centre). Founded 1999 in Winnipeg by Luc Tremblay (source: https://visioneliteacademy.org/about); other phones listed: 1-833-297-8308 toll-free, 204-471-1111 (Winnipeg). Registration via own on-site program-search/registration system — no RAMP/TeamLinkt/TeamSnap evidence. Do not confuse with the separate 'Vision Basketball Academy' Calgary club (visionbasketballacademy.com, RAMP)."
NorthWest Edmonton Ballers Club (NWEBC),Alberta,Edmonton metro (northwest),Edmonton,,780-908-8059,info@nwebc.ca,https://www.nwebc.ca/,,"Training camps for girls and boys ages 7-16; fall (Sep-Dec), winter (Jan-Mar) and spring (Apr-Jun) sessions; 150+ kids registered, ~500 members with waiting list; established Feb 2016",,,community club (nonprofit status not published),WordPress (site by Arcxend IT & Media),primary,https://www.nwebc.ca/about/,Second phone listed: 780-710-8871
Foothills County Basketball Academy,Alberta,"Calgary metro, AB",Okotoks,,403-801-8488,,,Jason Cyr — contact (AYBC record),U17 girls,AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,AYBC member record: girls U17,community club/academy,,primary,https://www.aybc.ca/2020-club-members-1/foothills-county-basketball-academy,Possibly related to 'Foothills Basketball Club' on ABA 2020-21 member list. Contact email in directory was a personal work address — omitted.
Edmonton Grads Youth Basketball Club,Alberta,Edmonton metro,Edmonton,"#2706 10205 100 Avenue NW, Edmonton, AB T5J 4B5",(780) 499-8114,gradsbball@gmail.com,https://www.gradsbasketball.ca/,Gerald Bleau (President),Not-for-profit spring-season club; U11 boys & girls; U13A + U13 Rec boys & girls; U15AA/A/Rec and U18AA/A/Rec girls (no boys above U13 as of 2025); hosts Great Canadian Shoot Out (GCSO) tournament every July long weekend,EYBA Spring League; AYBC — Association of Alberta Youth Basketball Clubs,EYBA registered club member with spring-season focus; per-team league tiers not published,community nonprofit,,verified,https://www.gradsbasketball.ca/,"Grads Basketball Centre is at U of A Saville Community Sports Centre; also on Alberta Basketball PSO member registry | Type: non-profit community rep club (girls-focused, U15 through Collegiate Open); named for the historic Edmonton Grads. Site hosted on SportsEngine (sportngin). President Gerald Bleau is also long-time head coach (38 yrs; Grads Collegiate Open Girls, HS Girls, U15 Girls); phone listed as his contact on the SportsEngine org directory. Trains out of Saville Community Sports Centre and GO Community Centre. gradsbasketball.ca blocks bots (403) — contact data from SportsEngine org page. Sources: https://www.sportsengine.com/org/edmonton-grads-youth-basketball-association ; https://www.gradsbasketball.ca/about"
Edson Minor Basketball (Edson Raiders),Alberta,Rest of Alberta,Edson,,,edsonminorbasketball@gmail.com,http://www.edsonminorbasketball.com/,,"Minor basketball with ABA annual membership; 'Edson Raiders' club teams; separate Edson Mini Basketball SNYB program (contact Mike Andrews, 780-723-6035, edsonminibasketball@hotmail.ca)",Local Edson minor divisions,,community nonprofit,RAMP InterActive (website + RAMP Registration),primary,http://www.edsonminorbasketball.com/,'Edson Raiders' appears on ABA member club listing; 'Edson Minor Basketball' on 2022/23 good standing.
Lethbridge Cougars Basketball Club,Alberta,Rest of Alberta,Lethbridge,,403-393-4871,,https://lethbridgecougars.ca/lcbc/,,"U9 development, U11/U13 development, U11-U17 spring tryout teams",,,community club,TeamLinkt (website + leagues platform),primary,https://lethbridgecougars.ca/lcbc/,Powered by TeamLinkt — competitive-intel note.
Olds College Jr. NBA Youth Basketball,Alberta,Central Alberta,Olds,"Olds College, Olds, AB",,,,Run with Olds College basketball coaches,Jr. NBA camp/program giving younger students early access to basketball; Alberta Basketball also stages CB Academy (15U/17U) sessions in Olds.,,,college-run community grassroots program,,reported,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,PSO good-standing entry 'Olds College (JrNBA)'. Not a school-board team — community program hosted by the college.
Genesis Basketball (Calgary program),Alberta,"Calgary metro, AB",Calgary,,,,https://genesisbasketball.net,Eddie Richardson III — long-time lead coach/builder (also Director of Basketball at Edge School),"Tryout-based club teams U10-U18 in Calgary and Edmonton; camps, training; Canada/US travel at some ages",CMBA Spring League (club season); Nike Jr EYBL (13U/14U boys & girls); AYBC — Association of Alberta Youth Basketball Clubs,'Competitive club leagues and local tournaments' — specific leagues not published for Calgary teams,private club (multi-city: Calgary + Edmonton),LeagueApps (registration),verified,https://genesisbasketball.net/2022-Genesis-Club-Teams-TRYOUTS,ABA member listing 'Genesis Basketball'; Edmonton teams appear in EYBA/YP portals as Genesis YEG
Underground Basketball Academy Inc.,Alberta,Rest of Alberta,Grande Prairie,"9919 113 Ave, Grande Prairie, AB",,info@undergroundbasketball.ca,https://www.undergroundbasketball.ca/,,High-discipline youth academy with strength & conditioning; programs in Grande Prairie and Whitecourt (grade 7/8 program via Town of Whitecourt rec); ABA map pin in Valleyview,,,private academy,PlaySport profile; Town of Whitecourt rec-booking for Whitecourt sessions,primary,https://www.undergroundbasketball.ca/,Alberta corporation; site blocks bots (403) — details from directories. | Also listed as: Underground Basketball Academy
Alberta Shooting Stars Basketball,Alberta,"Calgary metro, AB",Calgary,,403-803-4403,albertashootingstars@gmail.com,http://albertashootingstars.com,Brian Utley — contact (AYBC record),"Girls development: showcase events, long-running development camp, club teams U15/U17; junior high + high school ages; claims oldest formal club in Alberta",AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,"AYBC member record: girls U15, U17",community nonprofit (girls-only),RAMP InterActive (website),verified,http://albertashootingstars.com,
True North Basketball Academy (TNBA),Alberta,"Edmonton metro, AB",Edmonton,"4138 101 Street NW, Edmonton, AB",(587) 402-4730,office@truenorthbasketballacademy.com,https://www.truenorthbasketballacademy.com/,,"Team + training program fall/winter/spring for U11/U13/U15/U18 (tryout-selected); Saturday skills, summer camps, shooting/individual training, elite/prep academy; ages 6-18",EYBA Spring League,Teams selected via tryouts play tournaments; specific league not published,private academy,Wix (website forms),verified,https://www.truenorthbasketballacademy.com/,Site refers to founder/lead as 'Alex' (full name not published)
FCV Hoops Academy (Full Court Vision),Alberta,"Edmonton metro, AB",Edmonton,,,info@fcvhoops.ca,https://www.fcvhoops.ca/,,"Competitive youth teams in south/SW Edmonton ages 10-15; spring teams with weekly practices; 1-on-1 and small-group training, camps",EYBA Fall/Winter League; EYBA Spring League,'FCV Hoops Academy' and 'FCV Hoops Academy Dev' teams in EYBA 13U Boys; spring teams in league play + tournaments,private academy,,verified,https://www.fcvhoops.ca/,
STARS Basketball (Stars Athletics),Alberta,"Calgary metro, AB",Calgary,,403-615-1904,info@starsathletics.ca,https://www.starsathletics.ca,,"25+ years; camps and development programs year-round, Gr 1-6 focus up to all ages, facilities in SE/SW/NW/NE Calgary",,,private academy / development program,Squarespace (website),primary,https://www.starsathletics.ca,
Calgary Warriors Basketball Club,Alberta,Calgary metro,Calgary,,430-874-3120,Calgarywarriorsbasketball.LT@gmail.com,https://www.sportsengine.com/org/calgary-warriors-basketball-club,Lorhae Thompson — club contact (AYBC directory),"Club teams U11, U13, U15, U17 boys and girls",AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: U17, U15, U13, U11 both genders",private club,SportsEngine (org page/activities),verified,https://www.sportsengine.com/org/calgary-warriors-basketball-club,Phone transcribed as printed in AYBC directory ('430-…' likely a typo for 403).
Eastview Basketball Association,Alberta,Calgary metro (NE Calgary),Calgary,"PO Box 416, #204 - 1440 52 Street NE, Calgary, AB T2A 4T8",403-561-7431,eatviewbb@hotmail.com,http://eastviewbb.ca/,,Non-profit developing basketball skills for kids of all ages,AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: U15, U13, U11 both genders",community nonprofit,GOALLINE (Stack Sports) website platform; SportsEngine org listing,verified,http://eastviewbb.ca/,City listed as Calgary in AYBC record; contact name shown only as 'Eastview President' | Also listed as: Eastview Basketball
The Perimeter Basketball Academy,Alberta,Central Alberta,Red Deer,"Programs held at Notre Dame High School, Red Deer",,perimeter.basketball.academy@gmail.com,https://www.perimeterbasketballacademy.ca/,"Cody White, Emma vanBruinessen, Stefan Labrecque — lead coaches (former RDP/ACAC/USport players and coaches)","Skills camps for grades 5–12: Christmas boot camp, middle/high-school tryout prep camp, spring skill development.",,,private academy (camps/skills),Google Forms (camp registration),primary,https://www.perimeterbasketballacademy.ca/,Camps-only academy today — no league teams found. Software greenfield.
EJ Ballers — Ballers League Camrose,Alberta,Central Alberta,Camrose,"Games at University of Alberta Augustana Campus Gym, 4901-46 Avenue, Camrose, AB T4V 2R3",,info@ejballers.com,https://ejballers.com/index.php/ballers-league-camrose/,,Weekly 60-minute game leagues: boys & girls grades 4–8 and boys grades 9–12; Sept–Nov season; $220; part of proceeds to U of A Augustana Vikings men's basketball.,EJ Ballers house league (Camrose),,private program (Edmonton-based operator running a Camrose league),Own online form; e-transfer/credit-card payment (no major sports platform detected),primary,https://ejballers.com/index.php/ballers-league-camrose/,Only organized youth basketball entity found in Camrose (no dedicated Camrose minor basketball association exists) — market gap for a city of ~19K.
Fort McMurray Basketball Academy,Alberta,Rest of Alberta,Fort McMurray,,,,https://www.facebook.com/fmelitebasketball/,,Travel teams for dedicated players; high-level training; competitive games vs clubs around the province,Club exhibition/tournament play (province-wide),,private academy,,reported,https://www.facebook.com/fmelitebasketball/,Facebook handle 'fmelitebasketball'.
Rockets Basketball (Edmonton club),Alberta,Edmonton metro,Edmonton,,,,,,"Club teams in 13U boys/girls, 15U girls, 18U boys per EYBA team pages",EYBA Spring League,"Rockets/Rockets A teams listed on eyba.ca 2026 division pages (13U, 15U, 18U)",club (type unpublished),,uncertain,http://www.eyba.ca/team/11732/282/4585/292773,"EYBA clubs page links this member to rocketsbasketball.ca, which is actually a Cole Harbour, Nova Scotia association — stale/wrong link; Edmonton Rockets' own web presence not found"
Warriors Basketball Association,Alberta,Rest of Alberta,Peace River,,780-617-2583,wayne.basketball14@gmail.com,https://www.facebook.com/profile.php?id=100068770855153,,Youth basketball; hosted Team Alberta North U19 tryout stop,,,community club,,primary,https://www.abbasketball.ca/content/Alberta-Club-Map,Listed as 'Warriors Basketball - Peace River' on ABA 2022/23 good standing and on the official club map.
East Pro Basketball Association,Alberta,"Calgary metro, AB",Calgary,"5206 - 68th Street NE, Calgary, AB",,nardinecain@hotmail.com,https://www.eastprobasketball.ca,Nardine Cain — President (per CMBA board page),"Zone house league + rep/travel, NE & SE Calgary",CMBA Fall/Winter League,Zone teams play CMBA Fall/Winter League,community nonprofit (CMBA zone association),RAMP InterActive (website); TeamLinkt refs,verified,https://www.eastprobasketball.ca,"Community association (CMBA zone, NE Calgary, ages 6-17). Platform: RAMP InterActive (site + RAMP Registration Solutions). Full board on /executive: VP/Gym Coord Gary Dormer (gary.dormer@gmail.com), Treasurer Charlene Proulx (heycharlene@live.com), Secretary Liezel Erskine, Registrar Manpreet Jhinjar, Equipment Edyta Borges, Directors Eugene Danquah & Sarah La Riviere — board uses personal emails, no org domain emails. ZoomInfo lists phone (403) 815-8056 and postal T3J 2R7 (unverified elsewhere, not put in phone field). Site TLS cert broken (fetched via proxy). Sources: http://eastprobasketball.ca/executive ; http://eastprobasketball.ca/ ; https://www.cmba.ab.ca/content/board-executive-and-committees ; https://www.zoominfo.com/c/east-pro-basketball/481522487"
Calwest Basketball Association,Alberta,"Calgary metro, AB",Calgary,"PO Box 96043, 4000 873 85 St SW, Calgary, AB T3H 0J0",,Calwest.president@gmail.com,https://www.calgarywestbasketball.com,Mark Rideout — President (per CMBA board page; also runs Excel Basketball Academy),"Zone house league + rep/travel, W & SW Calgary",CMBA Fall/Winter League; Alberta Basketball Youth Provincials (YP),CMBA Fall/Winter (zone); 'Calwest BU11-1' entered in ABA Youth Provincials U11B pool (abbasketball.ca portal),community nonprofit (CMBA zone association),RAMP InterActive (website),verified,https://www.calgarywestbasketball.com,"Community association (CMBA zone; U11-U15 single season Sep-Mar + U18 fall/winter). Platform: RAMP InterActive. NOTE: URL provided in task (calgarywestbasketball.com) serves a wrong cloudns.net cert — real site is calwestbasketball.com (also TLS-broken; fetched via proxy). Address is registered address per Alberta corporate registry aggregator, may be stale (PO Box). Board on /executive: VP Girls Sarah Bieber (calwestvpgirls@gmail.com), Registrar Barb Marks (registrarcalwest@gmail.com), Gym Scheduler/Past President Darcy Weston, Treasurer Ybeth Soriano, Uniforms Kristy Drake. Sources: http://www.calwestbasketball.com/executive ; https://www.cmba.ab.ca/content/board-executive-and-committees ; https://albertacorporations.com/calwest-basketball-association"
Out West Basketball Association,Alberta,"Calgary metro, AB",Calgary,,403-589-6018,info@outwestbasketball.com,https://www.outwestbasketball.com,Lee Henderson — contact (AYBC record),"NW Calgary girls program, U11/U13/U15/High School competitive teams; fall development; hosts OutWest Jamboree + Battle at the Big Rock tournaments",AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,"AYBC member record: girls U17, U15, U13, U11",community club (girls-only),Squarespace (website),verified,https://www.outwestbasketball.com,Also branded 'NW Calgary Basketball Club'; Calgary Surge youth partner
Edge School (Edge Prep Basketball),Alberta,"Calgary metro, AB (Springbank, Rocky View County)",Calgary,"33055 Township Road 250, Calgary, AB T3Z 1L4",403-246-6432,info@edgeschool.com,https://edgeschool.com/athletics/basketball/,Pat McLaughlin — President & CEO (school),Prep basketball program since 2018-19; Gr 4-12 student-athlete development,National Preparatory Association (NPA); Canadian Junior Basketball League (CJBL); EIBC; Alberta Club Collective League,"Teams play NPA plus EIBC, CJBL and Alberta Club Collective League (per edgeschool.com/basketball info package)",private academy (independent Gr 4-12 sport school — not school-board),WordPress (website),verified,https://edgeschool.com/athletics/basketball/,Maps to 'NPA — Alberta participation' in mapped league list; borderline school entity — included as private sport academy
Calgary Thunder Basketball Club,Alberta,"Calgary metro, AB",Calgary,"PO Box 31023, RPO Bridgeland, Calgary, AB T2E 9A3",,registrar@thunderbasketball.ca,http://thunderbasketball.ca/,,,,,community club,SportsEngine (org listing),uncertain,https://www.sportsengine.com/org/calgary-thunder-basketball-club,"Separate entity from CMBA's NCBC Thunder zone; own domain calgarythunderbasketballclub.com currently dead — possibly defunct; 'Calgary Thunder' appears on ABA member club listing | IDENTITY: the active club is NCBC Thunder Basketball Association, the north-central Calgary zone of Calgary Minor Basketball Association (600+ players, ages 6-17) — source http://thunderbasketball.ca/ footer (mailing address + registrar email verified on-site). The separate 'calgarythunderbasketballclub.com' domain is DEAD (NXDOMAIN) and its SportsEngine org page (https://www.sportsengine.com/org/calgary-thunder-basketball-club, Calgary AB T3G 4A3) is a stub. Type: community association (CMBA zone). PLATFORM INTEL: website+registration on RAMP InterActive; also uses TeamSnap for teams (site nav /content/teamsnap). Board page (/content/volunteer-board) is login-gated — no verifiable principal. ZoomInfo lists phone (403) 973-6665 and president 'Stephen J. Kerr' — both unverified third-party scrape (the name is almost certainly bogus), deliberately excluded."
Capital City Basketball Academy,Alberta,Edmonton metro,Edmonton,,,craig.frizzell@hotmail.com,https://www.capcitybballacademy.ca/,Craig Frizzell (primary contact/organizer),"Girls club teams U13 (2013-14), U15 (2011-12), U17/U18 (2008-10); spring league play with equal playing time; training camps; $10 tryouts",EYBA Spring League,EYBA registered club member; spring league play per club site,community nonprofit,Wix,primary,https://www.capcitybballacademy.ca/,"Nonprofit, ~5 years old, development-first philosophy"
Spotlight Athletic Development,Alberta,"Edmonton metro, AB",Sherwood Park,"135-3001 Buckingham Drive, Sherwood Park, AB (inside Shoot 360)",780-720-3917,info@spotlightathleticdevelopment.com,http://spotlightathleticdevelopment.com/,,Sports performance and personal training for junior high/high school athletes; listed as a participating club on EYBA's official clubs page,EYBA Fall/Winter League,On EYBA clubs page; own site emphasizes training over teams,private academy,,verified,http://spotlightathleticdevelopment.com/,Listed among EYBA club members though public site emphasizes training over teams
Aurora North Basketball Academy,Alberta,Rest of Alberta,Grande Prairie,,,auroranorthbasketball@gmail.com,https://www.facebook.com/profile.php?id=61551046507977,,Youth basketball academy,,,private academy,,reported,https://gpsportconnect.ca/sport-registration/,Listed in Grande Prairie Regional Sport Connection basketball directory. Note: a different 'Aurora Basketball' (aurorabasketballclub.ca) on the ABA member listing appears to be Calgary-based.
Warriors Basketball — Peace River,Alberta,Peace Country / Northwest Alberta,Peace River,,,w_bball@telus.net,,,Club basketball for Peace Country youth; U15 and U17 teams; town also has a separate Jr NBA youth program (Peace River Jr NBA Youth Basketball).,Spring club tournament circuit (Peace region/Alberta),U15 and U17 teams registered via 360Player.,community club,360Player (app.360player.com registration),primary,https://www.facebook.com/p/Warriors-Basketball-Peace-River-100068770855153/,360Player is an unusual platform choice in this market — new competitor sighting for the tool matrix.
Hanna Basketball (Hanna Wildcats),Alberta,Rest of Alberta,Hanna,,,,,,Community youth basketball; girls U15 team (Wildcats),,"Hanna Wildcats won gold at U15 girls provincial playoffs hosted in Hanna, Jul 2023",community club,,reported,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,'Hanna Basketball' on ABA 2022/23 good-standing list; ECA Review coverage of U15 girls provincial win.
Evolve Basketball Lloydminster,Alberta,Rest of Alberta,Lloydminster,,780-808-4025,yllevolvebasketball@gmail.com,https://www.yllevolvebasketball.com/,Trista Brewer & Stephanie Rachkewich — Co-founders (2025),"Girls-only club, ages ~12-18 (U15 + U18 teams); spring travel to tournaments in Saskatoon, Prince Albert, Calgary, Edmonton; summer programming","Prairie club tournament circuit (Saskatoon, Prince Albert, Calgary, Edmonton)",U15 + U18 girls on prairie spring tournament circuit,private club (girls),Wix (website + registration),verified,https://www.yllevolvebasketball.com/,Founded 2025 after founders' two seasons coaching Lloydminster Renegades U17 girls; mission focused on keeping girls in sport. | Also listed as: Evolve Basketball
Calgary Basketball Academy (CBA),Alberta,"Calgary metro, AB",Calgary,,,info@calgarybasketball.ca,https://calgarybasketball.ca,Josh Fluker — Owner; Carey Blaskin — President (also CMBA President),"Est. 2010; fall/winter skills training, spring/summer club teams, Club 100 shooting program; one of the largest boys & girls clubs in Western Canada",CMBA (referenced on site; spring club league level unconfirmed); CMBA Spring League (club season),Spring/summer club teams Apr-Jul; site references CMBA — specific league entries not published,private academy (with nonprofit spring club arm 'Youth Basketball in Calgary'),RAMP InterActive (website),verified,https://calgarybasketball.ca,ABA member club; Nick Tancon — Director Boys Basketball; Mark Hogan lead coach
Calgary Impact Basketball Club,Alberta,"Calgary metro, AB",Calgary,,(403) 702-5880,calgaryimpactbasketball@gmail.com,https://www.calgaryimpactbasketball.com,Wahid Khan ('Coach Wahid') — founder,Boys U14-U17 club teams; tryout-based; est. ~2024 (Year 2/Year 3 tryout events),CMBA (league play — 'Calgary Impact White' team page on cmba.ab.ca); CMBA Fall/Winter League,Calgary Impact White listed on CMBA site (team 379204),private club,Wix (website),verified,https://www.calgaryimpactbasketball.com,
Diamond Valley Club Basketball,Alberta,Calgary metro (Foothills County),Diamond Valley (Turner Valley/Black Diamond),,587-830-3655,diamondvalleyclubbasketball@gmail.com,,James Holladay — club contact (AYBC directory),"Girls club teams U13, U15, U17 (AYBC listing)",AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: girls U17, U15, U13",private club (girls),,reported,https://www.aybc.ca/2020-club-members-1/diamond-valley-club-basketball,Smaller town in Calgary region (Foothills County) captured per instructions
Youth Hoops Basketball Academy,Alberta,"Edmonton metro, AB",Edmonton,"9748 12 Ave SW, Edmonton, AB T6X 0J5 (at Legacy Athletics)",587-407-2066,youthhoopsinc@gmail.com,https://youthhoops.ca/,,10-week training programs ages 7-16 all levels; Summer Burst camp; Elite Core program; partners with Shoot 360 Sherwood Park and Edmonton Stingers,,Training academy — no league teams published,private academy,Shopify,verified,https://youthhoops.ca/,
W.I.N. Basketball Club of Calgary,Alberta,Calgary metro,Calgary,,(587) 718-7005,winbasketball13@gmail.com,https://www.winbasketball.ca/,Mike Myers — founder/director (per site testimonials; role reported),"Skill development, spring club teams (tryouts U11-U15 boys, U13-U15 girls, HS girls), summer camps, fall academy, Jr. NBA / Jr. Ballers-Tykes",AYBC — Association of Alberta Youth Basketball Clubs (tournament circuit),Spring club teams compete on Alberta club tournament circuit (e.g. won U17 Genesis Classic); ABA member in good standing,"community nonprofit (non-profit society, est. 2011)",WordPress/WooCommerce (site + payments),verified,https://www.winbasketball.ca/,ABA member club listing
Rise Above Basketball Academy,Alberta,Rest of Alberta,Grande Prairie,,780-512-6699,riseabovebasketballacademyltd@gmail.com,https://riseabovebasketballacademy.ca/,Levi Wenzel — academy lead (per website),"1-on-1 training, group camps (fundamentals, conditioning, team dynamics) for GP youth",,,private academy,,primary,https://riseabovebasketballacademy.ca/,Registered as Ltd. (private academy).
Excel Basketball Academy (EBA),Alberta,Calgary metro,Calgary,,403-818-6674,info@excelbasketball.ca,https://www.excelbasketball.ca/,Mark Rideout — contact/director (AYBC record; also Calwest zone president),Began 2014; ages 6-17; U9 fundamentals through HS; Academy teams + High Performance travel teams (Green/Orange HP tiers); summer camp; fall skills; sponsorship/subsidized pathways for low-income families; Calgary Surge partnership,CMBA Spring League (club season); AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,Fields ~25 teams U9-HS listed on its RAMP league portal (e.g. Excel HS Girls Orange); AYBC member (directory slug excel-basketball-academy); ABA club in good standing,private academy / club (community-access mission),RAMP InterActive (website + league portal),verified,https://www.excelbasketball.ca/,Site has 'Meet our President' page but name is JS-rendered and was not captured. | Also listed as: Excel Basketball Academy
Calgary Chinooks Basketball,Alberta,"Calgary metro, AB",Calgary,,,calgarychinooksbasketball@gmail.com,https://www.calgarychinooksbasketball.com,,"North Calgary; U9-U17 boys/girls/coed; fundamentals, competitive local and travel teams; fall tryouts, summer camps","Prolific Spring League; Great Canadian Shootout (GCSO) series; Prolific Spring League (Prolific Sports House, Calgary)",Teams entered in GCSO 2026 and Prolific Spring League 2026 (per site),community nonprofit (academy),Wix (website); RAMP refs,primary,https://www.calgarychinooksbasketball.com,Self-described 'not for profit'
Foundation Youth Basketball,Alberta,"Calgary metro, AB",Calgary,,587-888-5038,jon.walker1313@gmail.com,https://www.fybball.com,Jonathan Walker — contact (AYBC record),Club teams U11-U17 boys & girls,AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,"AYBC member record: U17, U15, U13, U11 both genders",community club,Squarespace (website),verified,https://www.fybball.com,Phone/email from AYBC directory listing (reported); played BallerTV-streamed games vs NWBA Futures (2022).
Rockets Basketball (EYBA club),Alberta,"Edmonton metro, AB",Edmonton,,,,,,"Club teams in EYBA: 13U boys, 15U girls (two teams), 18U boys",EYBA Fall/Winter League,'Rockets' 13U B / 'Rockets A' 15U G / 'Rockets' 18U B on EYBA team pages,private academy,,uncertain,http://eyba.ca/content/clubs,EYBA clubs page links 'Rockets Basketball' to rocketsbasketball.ca which resolves to a Cole Harbour NS club — link appears stale/wrong; Edmonton club identity unverified beyond EYBA team pages
Rocky Rapids Basketball Club,Alberta,Central/West Alberta,Rocky Mountain House,,,,https://www.rockyrapidsbball.com/,,Spring club teams (April team selections); players pay ABA membership ($20 insurance) plus club fee. Motto: 'Between the Hardwood and the Rockies: Where Legends Rise!',Alberta club/travel tournament circuit,,community club,RAMP InterActive (rockyrapidsbasketballclub.msa4.rampinteractive.com),primary,https://www.rockyrapidsbball.com/,PSO good-standing list: 'Rocky Rapids Basketball / Rocky Mountain House'. (Rocky Rapids is also a hamlet near Drayton Valley — PSO attribution to Rocky Mountain House used here.)
Making Hoops Basketball Club,Alberta,Wood Buffalo / Northeast Alberta,Fort McMurray,,,,,,Child-centered basketball programs.,,,private club/program,,reported,https://www.facebook.com/MakinHoopsClub/,
Youngbloods Basketball Club,Alberta,"Calgary metro, AB",Calgary,,403-461-8981,ladde.tanner@astrazeneca.com,,Ladde Tanner — contact (AYBC record),U17 boys,AYBC — Alberta Youth Basketball Clubs circuit,AYBC member record: boys U17,community club (parent/coach-run),,primary,https://www.aybc.ca/2020-club-members-1/youngbloods-basketball-club,
Wood Buffalo Basketball Club,Alberta,Rest of Alberta,Fort McMurray,"9908 Penhorwood St, Fort McMurray, AB T9H 1L3",,,https://www.facebook.com/profile.php?id=61579214611190,,,,,community club,,reported,https://www.abbasketball.ca/content/Alberta-Club-Map,Newer club pinned on official ABA club map; Facebook-only presence.
Calgary Selects Basketball,Alberta,Calgary metro,Calgary,,403-808-2986,lettichhoops@gmail.com,https://calgaryselects.ca/,Meredith Lettich — club contact (AYBC directory),"Ages 13 through high school; developmental training Sept-Nov, Dec-Feb, Mar-Jun; competitive teams with skill development, league play and tournaments",CMBA Spring League (club season); AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,Calgary Selects team page exists on CMBA site (spring club entry); AYBC listing shows U15 boys division,private club,WordPress (website); SportsEngine org listing,verified,https://calgaryselects.ca/,Former domain calgaryselects.ca now parked/expired — club status worth confirming
Wetaskiwin Basketball Club,Alberta,Rest of Alberta,Wetaskiwin,"4619 50 Ave, Wetaskiwin, AB T9A 0R6",,,https://www.facebook.com/Wetaskiwin-Basketball-Club-463146107518650/,,Community youth basketball,EYBA Fall/Winter League (Edmonton Youth Basketball Association),"Enters 11U, 13U and 15U boys and girls teams in the EYBA fall/winter league; games played in Edmonton and area.",community club,,primary,https://www.abbasketball.ca/content/Alberta-Club-Map,On ABA 2022/23 good standing and official club map.
Coalhurst Minor Basketball,Alberta,Rest of Alberta,Coalhurst,,403-894-8698,coalhurstminorbasketball@gmail.com,,Brent Larson — club contact (AYBC directory),"Youth basketball U13, U15, boys and girls",AYBC — Association of Alberta Youth Basketball Clubs,U13/U15 co-ed registered in AYBC circuit,community nonprofit,,primary,https://www.aybc.ca/2020-club-members-1/coalhurst-minor-basketball,AYBC member club; Coalhurst is adjacent to Lethbridge.
GP Elite Basketball Club Inc.,Alberta,Rest of Alberta,Grande Prairie,"11850 108 St, Grande Prairie, AB T8V 8G5",,gpelite23@outlook.com,http://www.gpelitebasketballclub.ca,,Competitive youth club basketball; year-round registration,,,private club,SportsEngine (SRM website),primary,https://www.abbasketball.ca/content/Alberta-Club-Map,Second contact dmccoy@gpelitebasketballclub.ca (GP Sport Connect). Two pins on ABA club map (also 7121 86 St T8X 0N9). | Also listed as: GP Elite Basketball Club
PUREHOOPS Basketball Club,Alberta,"Calgary metro, AB",Calgary,,403-861-2119,purehoopsinfo@gmail.com,,Ray Raymond — contact (AYBC record),"Club teams U11, U13 boys & girls",AYBC — Alberta Youth Basketball Clubs circuit; CMBA Spring League (club season); Alberta Basketball Club Championship (ABA Club Invitational); AYBC — Association of Alberta Youth Basketball Clubs,"AYBC member record: U11, U13 both genders",community club,,primary,https://www.aybc.ca/2020-club-members-1/purehoops-basketball-club,
